actor,movie_or_TV_name
Tricia Helfer,"Step Up: High Water,Spin Me Round,The Rookie,Lucifer,Van Helsing,Big Shot,Mass Effect: Legendary Edition,Save Ralph,It's Beginning to Look a Lot Like Christmas,Bombshell,Creepshow,S.W.A.T.,Bedtime Story,Sun Sand & Romance,Operation Christmas,Powers,Robot Chicken,Suits,StarCraft II: Legacy of the Void,Isolation,Con Man,Rick and Morty,Falling Skies,Key and Peele,Mortal Kombat X,Ascension,The Librarians,37: A Final Promise,Killer Women,Authors Anonymous,Spun Out,Finding Christmas,Dangerous Intuition,StarCraft II: Heart of the Swarm,Community,TRON: Uprising,Scent of the Missing,Battlestar Galactica: Blood & Chrome,Husbands,The Forger,Criminal Minds,The Firm,Bloodwork,PostHuman,Mass Effect 3,17th Precinct,Mistletoe Over Manhattan,Two and a Half Men,Franklin & Bash,Scooby-Doo! Mystery Incorporated,No Ordinary Family,The Black Keys: Howlin' for You,The Whole Truth,Lie to Me,A Beginner's Guide to Endings,Dark Blue,StarCraft II: Wings of Liberty,Open House,Mass Effect 2,Human Target,The Super Hero Squad Show,The Dealership,Battlestar Galactica: The Plan,Halo 3: ODST,Green Lantern: First Flight,Warehouse 13,Hidden Crimes,Chuck,Battlestar Galactica,The Spectacular Spider-Man,Burn Notice,Inseparable,Spider-Man: Web of Shadows,Command & Conquer 3: Kane's Wrath,Late Show with David Letterman,Them,Battlestar Galactica: Razor,Walk All Over Me,The Green Chain,Command & Conquer 3: Tiberium Wars,Supernatural,Spiral,Memory,The Genius Club,The Collector,Behind the Camera: The Unauthorized Story of 'Charlie's Angels',Battlestar Galactica,White Rush,CSI: Crime Scene Investigation,Jeremiah,Eventual Wife"
Enver Gjokaj,"NCIS: Hawai'i,Resident Alien,The Rookie,Agents of S.H.I.E.L.D.,Emergence,3022,Shangri-La,Celebrity Biograph Channel on YouTube,Kevin (Probably) Saves the World,Major Crimes,Come and Find Me,Agent Carter,Hollywood Hitmen,Rizzoli & Isles,Super Larry,Extant,Game of Thrones Rules Your Sex Life,Lust for Love,Murder in Manhattan,The Intruder,Witches of East End,The Walking Dead,A Likely Story,Vegas,Law & Order: Special Victims Unit,Made in Jersey,Dexter,Would You Rather,Drop Dead Diva,Hawaii Five-0,The Avengers,Eden,Person of Interest,Community,Undercovers,Chase,Stone,Lie to Me,Previously on Point Dume,Dollhouse,Tale of the Tribe,Taking Chance,Eagle Eye,The Express,Law & Order: Criminal Intent,The Unit,Spinning Into Butter,Filthy Gorgeous,The Book of Daniel,The Path to 9/11"
Kirk Fox,"Heritage Day,The Devil Comes to Kansas City,The Wrong Guy,Curb Your Enthusiasm,Reservation Dogs,Duncanville,Physical,Black Monday,Downeast,Stay Off the App,The Dress Up Gang,Briarpatch,Bulletproof 2,Hollow Point,Up There,The Goldbergs,Tow Zone,The Conners,NCIS,Shiner,Brooklyn Nine-Nine,The Mick,Typical Rick,Bye Bye Baby,Rush Hour,Why Not Weiss,The Carmichael Show,Ken Jeong Made Me Do It,The Worst Thing I've Ever Done,Fake Dog Shit,Romantic Encounters with Melinda Hill,Who Gets the Last Laugh?,Parks and Recreation,How to Rock,Dogtor,Counter Culture,Any Day Now,Community,In Gayle We Trust,Let Go,Dicki,Svetlana,Terriers,ACME Hollywood Dream Role,Group Sex,How to Make Love to a Woman,Post Grad,Reno 911!,Heckle U,A Heart Too Tender,Still Waiting...,The Lodger,Gaytown,Forgetting Sarah Marshall,Natural Born Komics,Grand Union,Deadwood,Tennis Anyone...?,Manfast,Pauly Shore Is Dead,City of Ghosts,The Right Temptation,The Patriot,The Pretender,Mumford,Crazy in Alabama,Martial Law,Nash Bridges,The Postman,The Burning Zone,Infinity,The Trigger Effect,Criminal Hearts,In the Army Now,Wyatt Earp,Treacherous"
James Earl,"Sprung,Insecure,True Story,Narcos: Mexico,Shameless,Night School,All Day and a Night,Brews Brothers,Bad Furniture,Grey's Anatomy,The Good Doctor,Wayne,Dan the Weatherman,Now and Then,Room 104,Hannah Royce's Questionable Choices,Bones,Scream Queens,The Belko Experiment,Cooper Barrett's Guide to Surviving Life,Extant,The Lazarus Effect,Ground Floor,Mom,Young & Hungry,H.A.C.K.S,Awesometown,Austin & Ally,Psych,Glee,Necessary Roughness,Glory Daze,No Ordinary Family,Weeds,Community,Cold Case,Half Truth,Fired Up!,CSI: Crime Scene Investigation,Las Vegas,Crossing Jordan,Gridiron Gang,ER,Drake & Josh"
Brandon Soo Hoo,"Wang: The Dragon King,The Tiger's Apprentice,All I Want Is Everything,A Magical Summer,Sunday,The Disappearance of Mrs. Wu,Let Us In,Twisting Tiger,Street Fighter: Legends,Music,Asian Superstitions,PEN15,NCIS: Los Angeles,Assassination Classroom: Re-Anime,Trace,Our Home Here,Asian Bachelorette 2,Yappie,First World Problems,Avenge the Crows,Teen Wolf,Teen Titans: The Judas Contract,Bones,From Dusk Till Dawn: The Series,Bedeviled,Way to the Rebellion - A Star Wars Fan Film,Justice League vs. Teen Titans,Everything Before Us,Terry the Tomboy,Instant Mom,Ender's Game,Supah Ninjas,Incredible Crew,Workaholics,Everyday Kid,Community,'Til Death,Community College Chronicles,G.I. Joe: The Rise of Cobra,My Name Is Earl,Tropic Thunder,Count on Sports,Sesame Street"
Dean Collins,"All Aboard,Tournament of Laughs,Justin Bieber vs. Rapaport: More Than a Game,All Rapaport Everything,Life in Text,The Scribe,Lost and Found,Community,The Least of These,Untitled Dave Caplan Pilot,Without a Trace,The War at Home,Hoot,Yours Mine & Ours,Jack & Bobby,Door to the Throne,MADtv"
Eve Brent,"Ticket Out,Hit List,Community,The Curious Case of Benjamin Button,Water and Power,Cautionary Tales of Swords,Palo Alto CA,Scrubs,Garfield,JAG,Roswell,Between Christmas and New Year's,Diablo II,Get Real,The Green Mile,Night Stand,Grace Under Fire,Weird Science,Ellen,Frasier,Bodies of Evidence,Saved by the Bell: Hawaiian Style,Homefront,Who's the Boss?,Twin Peaks,Down Home,Snoops,Tales from the Crypt,Highway to Heaven,Dallas,The Experts,Thirtysomething,Date with an Angel,Deathrow Gameshow,Santa Barbara,Paper Dolls,Finder of Lost Loves,Scarecrow and Mrs. King,Racing with the Moon,Going Berserk,BrainWaves,Knots Landing,Best of the West,Little House on the Prairie,Fade to Black,The White Buffalo,Ironside,Adam-12,Emergency!,How to Seduce a Woman,The Timber Tramps,The Todd Killings,How's Your Love Life?,The Barefoot Executive,S.L.I.P.,The Low Price of Fame,Triangle,The Bold Ones: The New Doctors,Airport,The Happy Ending,Dragnet 1967,The Red Skelton Hour,Coogan's Bluff,Family Affair,The Big Valley,A Guide for the Married Man,Mara of the Wilderness,Burke's Law,The Defenders,Stakeout!,Checkmate,Hawaiian Eye,Shannon,The Case of the Dangerous Robin,Cage of Evil,Tarzan and the Trappers,Bat Masterson,The Sad Horse,Goodyear Theatre,26 Men,The Veil,Tarzan's Fight for Life,The Millionaire,The Bride and the Beast,Gun Girls,Sugarfoot,Dragnet,Harbor Command,Forty Guns,Journey to Freedom,Highway Patrol,The Garment Jungle,The Storm Rider,Dr. Christian,West Point,Adventures of Superman,Judge Roy Bean,Lux Video Theatre,Annie Oakley,Death Valley Days,Female Jungle"
Matt Walsh,"XII,Bolt from the Blue,Flamin' Hot,Jess Plus None,Not an Artist,Press Play,Manhunt,Unplugging,The Conners,Ghosts,Curb Your Enthusiasm,Today's Special,Unwanted,Gravy,Chasers,Top Secret Videos,Day by Day,Star Trek: Lower Decks,American Dad!,Happy Accident,Veep,Little Victories,The Perfect Date,Weird City,The Guest Book,No Activity,Widows,Under the Eiffel Tower,Life of the Party,Alex Inc.,The Good Fight,Another Period,Family,Crazy Ex-Girlfriend,A Futile and Stupid Gesture,Do You Want to See a Dead Body?,Your Biggest Fan,Black-ish,Teachers,Brigsby Bear,Office Christmas Party,Comedy Bang! Bang!,Keeping Up with the Joneses,Brooklyn Nine-Nine,NBA 2K17,Wild Oats,Great Minds with Dan Harmon,Ghostbusters,Last Week Tonight with John Oliver,The Do-Over,The Darkness,Animals.,Other People,Playing House,Rick and Morty,Bad Night,Apple: Backstage,Hot in Cleveland,Get Hard,UCB Comedy Originals,A Better You,Sex Ed,Into the Storm,Drunk History,Jason Nash Is Married,Bob's Burgers,How I Met Your Mother,Hits,Addicts Anonymous,The Aquabats! Super Show!,The Power Inside,NTSF:SD:SUV,Coffee Town,Veep: Season 2 Official Trailer,Parks and Recreation,Movie 43,The Brass Teapot,Animal Practice,Ted,MyMusic,Happy Endings,Free Samples,Queens of Country,Sketchy,Hung,Jon Benjamin Has a Van,The Back Room,Worst Enemy,Outsourced,Geisho,Lee Mathers,Pretend Time,Childrens Hospital,Community,Due Date,Death by Fungus,Players,Party Down,Freak Dance,Breast Picture,Comedy Bang Bang: The Podcast,Funny or Die Presents...,Cherry,M.Y.R.K.L.,Mythbusters,Cyrus,The League,May the Best Man Win,The Goods: Live Hard Sell Hard,Reno 911!,The Hangover,Aqua Teen Hunger Force,I Love You Man,Mystery Team,Monkey Talk,Back on Topps,Happy Birthday Harris Malden,Little Britain USA,The Sarah Silverman Program.,Role Models,Lower Learning,Worst Week,Step Brothers,Bubbles & Sunny,Human Giant,Shutterbugs,Not Just Another Cable News Show,Drillbit Taylor,Semi-Pro,Be Kind Rewind,Shirts & Skins,The Red Sandwich Christmas Hour,The Very Funny Show,Wild Girls Gone,Dante's Inferno,School for Scoundrels,Dog Bites Man,O'Grady,Last Laugh '04,Christmas with the Kranks,Arrested Development,Starsky & Hutch,The Sensual Lover of Bindalele,Cheap Seats: Without Ron Parker,Pushing Tom,Bad Santa,Brainwarp,Death of a Dynasty,The Test,Old School,Martin & Orloff,Late Friday,Saturday Night Live,Road Trip,Upright Citizens Brigade,Strangers with Candy,Fatty Drives the Bus,Talent,Late Night with Conan O'Brien,Tomorrow Night,Apt. 2F,Comic Cabana,Escape from It's a Wonderful Life,The Armando Diaz Experience Theatrical Movement and Hootenanny,Abe Lincoln: Sex Alien,Brainwarp: The Baby Eater,Becky and the Can"
Tony Hale,"Blind Psychosis,Dear Elizabeth,Hocus Pocus 2,HouseBroken,Amphibia,Rugrats,The Chicken Squad,The Legend of Vox Machina,Crossing Swords,Centaurworld,Being the Ricardos,Clifford the Big Red Dog,Lego Star Wars Terrifying Tales,I Heart Arlo,What Josiah Saw,The Mysterious Benedict Society,Archibald's Next Big Thing Is Here,Birdgirl,Arlo the Alligator Boy,Poupelle of Chimney Town,Eat Wheaties!,Woke,The Pack Podcast,The Twilight Zone,Harley Quinn,When the Streetlights Go On,Archibald's Next Big Thing,Bitmoji TV,Nine Days,Forky Asks a Question,The Coop,The Angry Birds Movie 2,Ask the StoryBots,Drunk History,Toy Story 4,Veep,Spirit Riding Free,Critical Role,Arrested Development,Star vs. the Forces of Evil,To the Stars,A Series of Unfortunate Events,Doc McStuffins,Mickey and the Roadster Racers,Batman Ninja,Sadie,Love Simon,The 15:17 to Paris,Rhett and Link's Buddy System,Last Call,Difficult People,Rick and Morty,Transformers: The Last Knight,And Then I Go,Animals.,Your Biggest Fan,Bottom's Butte,Brave New Jersey,Sanjay and Craig,Captain America: Civil War Reenactors,The Angry Birds Movie,Saturday Night Live,Yoga Hosers,Alvin and the Chipmunks: The Road Chip,Captain Jake and the Never Land Pirates,American Ultra,April and the Extraordinary World,Childrens Hospital,Night Owls,The Nobodies,UCB Comedy Originals,The Birthday Boys,Trouble & the Shadowy Deathblow,Lady Antebellum: Bartender,About a Boy,L.A. Traffic Tours with Tony Hale,Bud Selig Must Die,Tony Hale's Acting Process,The High Fructose Adventures of Annoying Orange,Comedy Bang! Bang!,The Heat,The Kings of Summer,First in Flight,Up All Night,Law & Order: Special Victims Unit,Flatland 2: Sphereland,Not That Funny,Paul the Male Matchmaker,Good Vibes,Psych,Sironia,NTSF:SD:SUV,Royal Pains,Perfect,Wuss,CollegeHumor Originals,Human Target,The Farkles,Awkward Situations for Men,Medium,In My Sleep,Justified,Law & Order,Community,The Life & Times of Tim,Successful Alcoholics,Numb3rs,Happythankyoumoreplease,Chuck,Boldly Going Nowhere,Clark Kent Has a Dream,Cop House,Weathered,The Informant!,Ctrl,The Ballad of G.I. Joe,The Goods: Live Hard Sell Hard,Rules of Engagement,ER,My Suicide,United States of Tara,The Answer Man,The Laundry,Buy More,The Tale of Despereaux,Chuck Versus the Webisodes,Samantha Who?,Happy Wednesday,Fall Out Boy Feat. John Mayer: Beat It,Other Plans,The Year of Getting to Know Us,Case Closed,Cruel Logic,Flatland: The Movie,Ctrl Z,Clark and Michael,Andy Barker P.I.,Switchfoot: Awakening,Because I Said So,Dante's Inferno,Big Day,Unaccompanied Minors,Stranger Than Fiction,The Room,The Beach Party at the Threshold of Hell,The Proper Care & Feeding of an American Messiah,RV,Larry the Cable Guy: Health Inspector,Fortunes,Stacked,Stateside,My Blind Brother,Devotion,Sex and the City,The Sopranos,Dawson's Creek,The $treet,Legacy,Ghost Stories,The Least of These"
Richard McGonagle,"Samurai Jack: Battle Through Time,OK K.O.! Let's Be Heroes,Regular Show,Batman: The Telltale Series,Uncharted 4: A Thief's End,Level Up Norge,Joan of Arc,Disney Infinity 3.0,Tom and Jerry: Spy Quest,Monster Hunters USA and Day Care Center,Moonlight Bait and Ammo,Disney Infinity: Marvel Super Heroes,Tom and Jerry: The Lost Dragon,Justice League: War,Castle of Illusion Starring Mickey Mouse,Disney Infinity,Tom and Jerry's Giant Adventure,Rules of Engagement,PlayStation All-Stars Battle Royale,Tom and Jerry: Robin Hood and His Merry Mouse,Ben 10: Destroy All Aliens,The Middle,Metal Gear Solid: Snake Eater 3D,Uncharted: Golden Abyss,Harry's Law,Uncharted 3: Drake's Deception,Ben 10 Galactic Racing,Scooby-Doo! Mystery Incorporated,Sym-Bionic Titan,Batman: The Brave and the Bold,Community,Tom and Jerry Meet Sherlock Holmes,Nip/Tuck,Uncharted: Eye of Indra,Ben 10: Alien Force,Dragon Age: Origins,Jak and Daxter: The Lost Frontier,The Marvelous Misadventures of Flapjack,Uncharted 2: Among Thieves,Green Lantern: First Flight,The Consultants,Prototype,Better Off Ted,World in Conflict: Soviet Assault,Hollywood Acting Academy,500 Days of Summer,FusionFall,Dirty Sexy Money,The Rise of the Argonauts,Too Human,Boston Legal,Legion of Super Heroes,The Bucket List,No More Heroes,Avatar: The Last Airbender,Uncharted: Drake's Fortune,All Grown Up!,Ben 10 Protector of Earth,Disney Princess: Enchanted Journey,Endurance Challenge: Mordred's Isle Episode 2,Ben 10,World in Conflict,Ben 10: Secret of the Omnitrix,Pirates of the Caribbean: At World's End,Close to Home,Meet the Robinsons,Chicken Little: Ace in Action,Just Cause,Endurance Challenge: Mordred's Isle Episode 1,Pirates of the Caribbean: Dead Man's Chest,Baten Kaitos: Origins,Metal Gear Solid 3: Subsistence,The Grim Adventures of Billy & Mandy,Duck Dodgers,The Incredibles: Rise of the Underminer,Chicken Little,X-Men Legends II: Rise of Apocalypse,The Incredible Hulk: Ultimate Destruction,Star Wars: Clone Wars,Metal Gear Solid 3: Snake Eater,A Moment of Grace,Jak 3,The Incredibles: When Danger Calls,The Incredibles,JAG,Megas XLR,The Practice,Justice League,Samurai Jack,Arc the Lad: Twilight of the Spirits,The Zeta Project,Spirit: Stallion of the Cimarron,Star Wars: Rogue Squadron II - Rogue Leader,Roswell,As Told by Ginger,Critical Mass,The West Wing,The X-Files,Ally McBeal,Mars and Beyond,Titus,Star Trek: Voyager,Joseph: King of Dreams,Days of Our Lives,Zoe Duncan Jack & Jane,Rules of Engagement,Any Day Now,Rumble in L.A.,Snoops,3rd Rock from the Sun,Charmed,Clueless,Pacific Blue,L.A. Doctors,Nothing Sacred,Mighty Joe Young,Fantasy Island,Senseless,Veronica's Closet,Murder One: Diary of a Serial Killer,Too Good to Be True,Brooklyn South,Party of Five,Murder One,The Confession,Life's Work,The Secret World of Alex Mack,The Client,Fantastic Four: The Animated Series,The American President,Seinfeld,Wings,University Hospital,Me and the Boys,Speechless,Melrose Place,The Adventures of Brisco County Jr.,Picket Fences,MacShayne: Winner Takes All,In the Line of Duty: The Price of Vengeance,In the Line of Duty: Ambush in Waco,Civil Wars,Her Final Fury: Betty Broderick the Last Chapter,Sisters,Star Trek: The Next Generation,Night Court,The Torkelsons,Matlock,Tiny Toon Adventures,Over My Dead Body,Dad,Anything But Love,Mr. Belvedere,Quantum Leap,Mama's Family,Family Ties,Perfect Strangers,CBS Schoolbreak Special,The Magical World of Disney,14 Going on 30,21 Jump Street,Innerspace,L.A. Law,Falcon Crest,The Smurfs,Howard the Duck,Simon & Simon,Highway to Heaven,Blacke's Magic,The Twilight Zone,The A-Team,Moonlighting,Remington Steele,The Man with One Red Shoe,Hill Street Blues,Riptide,The New Mike Hammer,Hunter,Rituals,Loving,Man Woman and Child,Fame,Not in Front of the Children,Cheers,T.J. Hooker,Tattoo,Ripe Strawberries,Union City,General Hospital"
Twink Caplan,"Royalties,All That,Feud: Bette and Joan,Midnight 2020,Gigi Does It,100 Things to Do Before High School,Meet Me in Montenegro,Bad Teacher,Untitled Tad Quill Project,Deadtime Stories,Above Average Presents,How to Live with Your Parents (for the Rest of Your Life),9 Full Moons,Tim and Eric's Billion Dollar Movie,Kill Katie Malone,Everything Will Happen Before You Die,Community,Love at First Hiccup,Secrets of a Hollywood Nurse,Sweet Tessie and Bags,A Four Cent Carol,The Flock,I Could Never Be Your Woman,In Search of a Midnight Kiss,Changing Spots,CSI: Crime Scene Investigation,Overachievers,Frasier,Crazy as Hell,Flamingo Dreams,Loser,Cousin Skeeter,Just Shoot Me!,Vengeance Unlimited,Billboard Dad,A Night at the Roxbury,Clueless,Sister Sister,Clueless,The Pickle,Little Sister,Get a Life,My Talk Show,Look Who's Talking Too,Night Angel,Pucker Up and Bark Like a Dog,Quantum Leap,Look Who's Talking,The New Homeowner's Guide to Happiness,The Boy from Hell,Perfect People,The New Leave It to Beaver,L.A. Law,Mr. Belvedere,Talking Walls,Who's the Boss?,Divorce Court,Valerie,Fast Times,George Burns Comedy Week,Pryor's Place,London and Davis in New York,Bare Essence,Private Benjamin,Pennies from Heaven,Under the Rainbow,Underground Aces,Falling in Love Again,Murder Can Hurt You!,Shame Shame on the Bixby Boys,Prime Time"
Marlene Forte,"10-13,Mancha,Aristotle and Dante Discover the Secrets of the Universe,9 Bullets,Hypochondriac,A Place in the Field,Agent Stoker,Night Teeth,The Resident,The Guilty,Grey's Anatomy,Good Girls,Ghostwriter,Superstore,At Last,The Conners,Curb Your Enthusiasm,The Way Back,All Rise,Knives Out,Snowfall,Runaways,Room 104,Mayans M.C.,El Chicano,Shooter,Millennial Mafia,Claws,¿Familia?,Altered Carbon,The Fosters,Irving,APB,LaGolda,Fear the Walking Dead,NCIS: New Orleans,I Am Gangster,Code Black,Murder in Mexico: The Bruce Beresford-Redman Story,Dallas,The Single Moms Club,Times Like These,Unidentified,Plush,Major Crimes,The Secret Life of the American Teenager,Caribe Road,A Haunted House,Deep Blue Breath,Law & Order: LA,My Last Day Without You,The Mentalist,Castle,The Whole Truth,Eastbound & Down,Past Life,Community,Criminal Minds,Ylse,House of Payne,Star Trek,Cold Case,Little Girl Lost: The Delimar Vera Story,Glow Ropes: The Rise and Fall of a Bar Mitzvah Emcee,Jericho,ER,Lincoln Heights,CSI: Crime Scene Investigation,Lost,Day Break,Adrift in Manhattan,Cut Off,The Unit,Windfall,The West Wing,Cuco Gomez-Gomez Is Dead!,Bones,Shooting Vegetarians,Indocumentados,Anyone,CSI: Miami,Darkness Minus Twelve,George Lopez,What Really Happened During the Cuban Missile Crisis,Nip/Tuck,For the People,Real Women Have Curves,Crossing Jordan,My Wife and Kids,Reunion,Walker Texas Ranger,Cusp,Mysterious Ways,Family Law,The Accountant,The Love Machine,Our Song,Judging Amy,Law & Order,Bury the Evidence,Mob Queen,Lena's Dreams,Path to Paradise: The Untold Story of the World Trade Center Bombing.,New York Undercover,The Color of Love,The Bronx War"
